observableId	simulationConditionId	measurement	time	datasetId
observable_predator	condition1	4.715342439739303	0.0	condition1_observable_predator
observable_prey	condition1	0.43372463920177545	0.0	condition1_observable_prey
observable_predator	condition1	5.018554766563791	0.1	condition1_observable_predator
observable_prey	condition1	0.33800292082398675	0.1	condition1_observable_prey
observable_predator	condition1	4.09564972545229	0.2	condition1_observable_predator
observable_prey	condition1	0.2659606225097026	0.2	condition1_observable_prey
observable_predator	condition1	5.11516037708412	0.30000000000000004	condition1_observable_predator
observable_prey	condition1	0.2214378355985701	0.30000000000000004	condition1_observable_prey
observable_predator	condition1	3.6433182515361944	0.4	condition1_observable_predator
observable_prey	condition1	0.12283359107669634	0.4	condition1_observable_prey
observable_predator	condition1	3.4926999462757182	0.5	condition1_observable_predator
observable_prey	condition1	0.12160143381391283	0.5	condition1_observable_prey
observable_predator	condition1	2.3621702097061803	0.6000000000000001	condition1_observable_predator
observable_prey	condition1	0.09506728983099563	0.6000000000000001	condition1_observable_prey
observable_predator	condition1	2.766768341553461	0.7000000000000001	condition1_observable_predator
observable_prey	condition1	0.07262329021712237	0.7000000000000001	condition1_observable_prey
observable_predator	condition1	2.923866381961502	0.8	condition1_observable_predator
observable_prey	condition1	0.06580493485753772	0.8	condition1_observable_prey
observable_predator	condition1	3.1567109769641215	0.9	condition1_observable_predator
observable_prey	condition1	0.06896517003630902	0.9	condition1_observable_prey
observable_predator	condition1	2.7188464692786654	1.0	condition1_observable_predator
observable_prey	condition1	0.0631995427487359	1.0	condition1_observable_prey
observable_predator	condition1	2.3244525475080433	1.1	condition1_observable_predator
observable_prey	condition1	0.04942025522953399	1.1	condition1_observable_prey
observable_predator	condition1	2.7284788213004685	1.2000000000000002	condition1_observable_predator
observable_prey	condition1	0.043325466555209254	1.2000000000000002	condition1_observable_prey
observable_predator	condition1	1.985341207580222	1.3	condition1_observable_predator
observable_prey	condition1	0.034033176870991486	1.3	condition1_observable_prey
observable_predator	condition1	1.934382153874028	1.4000000000000001	condition1_observable_predator
observable_prey	condition1	0.03827097688102825	1.4000000000000001	condition1_observable_prey
observable_predator	condition1	1.6375423943038776	1.5	condition1_observable_predator
observable_prey	condition1	0.03412697740604515	1.5	condition1_observable_prey
observable_predator	condition1	1.749725457153227	1.6	condition1_observable_predator
observable_prey	condition1	0.03669126855612585	1.6	condition1_observable_prey
observable_predator	condition1	1.7183244236936623	1.7000000000000002	condition1_observable_predator
observable_prey	condition1	0.03484678354957411	1.7000000000000002	condition1_observable_prey
observable_predator	condition1	1.3942298502306347	1.8	condition1_observable_predator
observable_prey	condition1	0.031975931847421916	1.8	condition1_observable_prey
observable_predator	condition1	1.6041571666402281	1.9000000000000001	condition1_observable_predator
observable_prey	condition1	0.039752006605192486	1.9000000000000001	condition1_observable_prey
observable_predator	condition1	1.0810807458423697	2.0	condition1_observable_predator
observable_prey	condition1	0.04007124069461501	2.0	condition1_observable_prey
observable_predator	condition1	1.4874748975271948	2.1	condition1_observable_predator
observable_prey	condition1	0.037011260169296505	2.1	condition1_observable_prey
observable_predator	condition1	1.1949697019952332	2.2	condition1_observable_predator
observable_prey	condition1	0.03229142353230141	2.2	condition1_observable_prey
observable_predator	condition1	1.3010810746656052	2.3000000000000003	condition1_observable_predator
observable_prey	condition1	0.04519950263154444	2.3000000000000003	condition1_observable_prey
observable_predator	condition1	1.2598854004308029	2.4000000000000004	condition1_observable_predator
observable_prey	condition1	0.04341161791549743	2.4000000000000004	condition1_observable_prey
observable_predator	condition1	0.971124063918753	2.5	condition1_observable_predator
observable_prey	condition1	0.03102035491145841	2.5	condition1_observable_prey
observable_predator	condition1	0.8562445431058853	2.6	condition1_observable_predator
observable_prey	condition1	0.043752151864834395	2.6	condition1_observable_prey
observable_predator	condition1	0.6428085343301626	2.7	condition1_observable_predator
observable_prey	condition1	0.04460395803801318	2.7	condition1_observable_prey
observable_predator	condition1	0.7890984227549135	2.8000000000000003	condition1_observable_predator
observable_prey	condition1	0.04942077427593597	2.8000000000000003	condition1_observable_prey
observable_predator	condition1	0.567463757801092	2.9000000000000004	condition1_observable_predator
observable_prey	condition1	0.04304087601837959	2.9000000000000004	condition1_observable_prey
observable_predator	condition1	0.6005984750366865	3.0	condition1_observable_predator
observable_prey	condition1	0.042258214439521186	3.0	condition1_observable_prey
observable_predator	condition1	0.7552401149101948	3.1	condition1_observable_predator
observable_prey	condition1	0.05109031289337566	3.1	condition1_observable_prey
observable_predator	condition1	0.5862240368866	3.2	condition1_observable_predator
observable_prey	condition1	0.05735539834923126	3.2	condition1_observable_prey
observable_predator	condition1	0.6453755226587397	3.3000000000000003	condition1_observable_predator
observable_prey	condition1	0.07755126776820107	3.3000000000000003	condition1_observable_prey
observable_predator	condition1	0.5335938170481749	3.4000000000000004	condition1_observable_predator
observable_prey	condition1	0.047162633263719486	3.4000000000000004	condition1_observable_prey
observable_predator	condition1	0.4593907673070979	3.5	condition1_observable_predator
observable_prey	condition1	0.08478111465650645	3.5	condition1_observable_prey
observable_predator	condition1	0.4912179005145367	3.6	condition1_observable_predator
observable_prey	condition1	0.07636100191837471	3.6	condition1_observable_prey
observable_predator	condition1	0.5098382833472173	3.7	condition1_observable_predator
observable_prey	condition1	0.07405432766382325	3.7	condition1_observable_prey
observable_predator	condition1	0.3388001746872994	3.8000000000000003	condition1_observable_predator
observable_prey	condition1	0.11579863756442743	3.8000000000000003	condition1_observable_prey
observable_predator	condition1	0.35653784115541354	3.9000000000000004	condition1_observable_predator
observable_prey	condition1	0.14553282778724613	3.9000000000000004	condition1_observable_prey
observable_predator	condition1	0.3431501743637443	4.0	condition1_observable_predator
observable_prey	condition1	0.11183609164082965	4.0	condition1_observable_prey
observable_predator	condition1	0.29749008559281304	4.1000000000000005	condition1_observable_predator
observable_prey	condition1	0.11430873278007637	4.1000000000000005	condition1_observable_prey
observable_predator	condition1	0.24148860247236673	4.2	condition1_observable_predator
observable_prey	condition1	0.1657316557320485	4.2	condition1_observable_prey
observable_predator	condition1	0.30854983186313	4.3	condition1_observable_predator
observable_prey	condition1	0.20059265909293522	4.3	condition1_observable_prey
observable_predator	condition1	0.23985945356893143	4.4	condition1_observable_predator
observable_prey	condition1	0.23385825597028512	4.4	condition1_observable_prey
observable_predator	condition1	0.24753301203504488	4.5	condition1_observable_predator
observable_prey	condition1	0.2564907011921401	4.5	condition1_observable_prey
observable_predator	condition1	0.23227180241325304	4.6000000000000005	condition1_observable_predator
observable_prey	condition1	0.20548599049598185	4.6000000000000005	condition1_observable_prey
observable_predator	condition1	0.2485670044762253	4.7	condition1_observable_predator
observable_prey	condition1	0.29713359581038373	4.7	condition1_observable_prey
observable_predator	condition1	0.237869484178209	4.800000000000001	condition1_observable_predator
observable_prey	condition1	0.2616938859520196	4.800000000000001	condition1_observable_prey
observable_predator	condition1	0.18087429326026117	4.9	condition1_observable_predator
observable_prey	condition1	0.2527657096117288	4.9	condition1_observable_prey
observable_predator	condition1	0.23889162066521338	5.0	condition1_observable_predator
observable_prey	condition1	0.41023063999691645	5.0	condition1_observable_prey
observable_predator	condition1	0.21407608253948784	5.1000000000000005	condition1_observable_predator
observable_prey	condition1	0.33452469051414135	5.1000000000000005	condition1_observable_prey
observable_predator	condition1	0.24721009613845585	5.2	condition1_observable_predator
observable_prey	condition1	0.3597732422537327	5.2	condition1_observable_prey
observable_predator	condition1	0.19613284972226608	5.300000000000001	condition1_observable_predator
observable_prey	condition1	0.5435393927541686	5.300000000000001	condition1_observable_prey
observable_predator	condition1	0.1476382652981921	5.4	condition1_observable_predator
observable_prey	condition1	0.587267532511251	5.4	condition1_observable_prey
observable_predator	condition1	0.20869033707183116	5.5	condition1_observable_predator
observable_prey	condition1	0.6296126053979763	5.5	condition1_observable_prey
observable_predator	condition1	0.23475386450626567	5.6000000000000005	condition1_observable_predator
observable_prey	condition1	0.7117760220636264	5.6000000000000005	condition1_observable_prey
observable_predator	condition1	0.27598418997603574	5.7	condition1_observable_predator
observable_prey	condition1	0.682137760364329	5.7	condition1_observable_prey
observable_predator	condition1	0.32399831849199273	5.800000000000001	condition1_observable_predator
observable_prey	condition1	0.9497014075728907	5.800000000000001	condition1_observable_prey
observable_predator	condition1	0.3267697270010288	5.9	condition1_observable_predator
observable_prey	condition1	1.1174261818381188	5.9	condition1_observable_prey
observable_predator	condition1	0.35856260670468615	6.0	condition1_observable_predator
observable_prey	condition1	1.1874246764492973	6.0	condition1_observable_prey
observable_predator	condition1	0.36549005117418354	6.1000000000000005	condition1_observable_predator
observable_prey	condition1	0.9149801513832841	6.1000000000000005	condition1_observable_prey
observable_predator	condition1	0.40724829014505387	6.2	condition1_observable_predator
observable_prey	condition1	1.132543030384088	6.2	condition1_observable_prey
observable_predator	condition1	0.3841578525145771	6.300000000000001	condition1_observable_predator
observable_prey	condition1	1.4544527756839394	6.300000000000001	condition1_observable_prey
observable_predator	condition1	0.5363514413102511	6.4	condition1_observable_predator
observable_prey	condition1	1.2848720894369905	6.4	condition1_observable_prey
observable_predator	condition1	0.6064542358788655	6.5	condition1_observable_predator
observable_prey	condition1	1.6980629742348827	6.5	condition1_observable_prey
observable_predator	condition1	0.9467432074316591	6.6000000000000005	condition1_observable_predator
observable_prey	condition1	2.0721793679659375	6.6000000000000005	condition1_observable_prey
observable_predator	condition1	1.1373744482402621	6.7	condition1_observable_predator
observable_prey	condition1	2.078509301691451	6.7	condition1_observable_prey
observable_predator	condition1	1.765240622828248	6.800000000000001	condition1_observable_predator
observable_prey	condition1	2.1368187418524096	6.800000000000001	condition1_observable_prey
observable_predator	condition1	1.2033934913809374	6.9	condition1_observable_predator
observable_prey	condition1	2.1178975172496877	6.9	condition1_observable_prey
observable_predator	condition1	2.4761349313890544	7.0	condition1_observable_predator
observable_prey	condition1	1.792313729466809	7.0	condition1_observable_prey
observable_predator	condition1	3.0652717102762264	7.1000000000000005	condition1_observable_predator
observable_prey	condition1	1.6020321394811292	7.1000000000000005	condition1_observable_prey
observable_predator	condition1	3.6192147157958123	7.2	condition1_observable_predator
observable_prey	condition1	1.2260528838559752	7.2	condition1_observable_prey
observable_predator	condition1	2.8164164812562174	7.300000000000001	condition1_observable_predator
observable_prey	condition1	1.0399987144281206	7.300000000000001	condition1_observable_prey
observable_predator	condition1	3.7897183323299055	7.4	condition1_observable_predator
observable_prey	condition1	0.9642538872285447	7.4	condition1_observable_prey
observable_predator	condition1	4.3390639227391885	7.5	condition1_observable_predator
observable_prey	condition1	0.6419664748571813	7.5	condition1_observable_prey
observable_predator	condition1	4.035262486344644	7.6000000000000005	condition1_observable_predator
observable_prey	condition1	0.44108850645167197	7.6000000000000005	condition1_observable_prey
observable_predator	condition1	4.592547981709706	7.7	condition1_observable_predator
observable_prey	condition1	0.2789397147044823	7.7	condition1_observable_prey
observable_predator	condition1	4.69543465399543	7.800000000000001	condition1_observable_predator
observable_prey	condition1	0.2670152515256623	7.800000000000001	condition1_observable_prey
observable_predator	condition1	3.558850932864785	7.9	condition1_observable_predator
observable_prey	condition1	0.13297603314937345	7.9	condition1_observable_prey
observable_predator	condition1	4.447912207777806	8.0	condition1_observable_predator
observable_prey	condition1	0.15439858619485075	8.0	condition1_observable_prey
observable_predator	condition1	3.6015876267685534	8.1	condition1_observable_predator
observable_prey	condition1	0.12360865632612891	8.1	condition1_observable_prey
observable_predator	condition1	4.692312826489159	8.200000000000001	condition1_observable_predator
observable_prey	condition1	0.1028892735758781	8.200000000000001	condition1_observable_prey
observable_predator	condition1	3.507224390674055	8.3	condition1_observable_predator
observable_prey	condition1	0.06648900585610637	8.3	condition1_observable_prey
observable_predator	condition1	4.042521376046634	8.4	condition1_observable_predator
observable_prey	condition1	0.0820024655082953	8.4	condition1_observable_prey
observable_predator	condition1	3.51317036149022	8.5	condition1_observable_predator
